Index,PortNames,DistinctLatLong,TooVague,Sea,IndigenousName,Unfindable,NotableFind,Notes,
2965,Ceuta,"35.8892637,-5.3279244",,,,,,,
2966,Rio del Oro,"24.058261,-13.6304692",Y,,,,,,
2967,Bengalaa,"23.889975,88.637086",Y,,,,,,
2969,Swaken,"19.1036635,37.328174",,,,,,Suakin,
2970,Elana,"28.2381372,33.6220459",,,,,,Al-Tur,
2971,Marokko,"31.8965702,-7.151246",Y,,,,,,
2972,River of Benin,"5.9881459,5.4321232",Y,,,,,,
2974,Lantor,,,,,Y,,,
2975,Labatakka,,,,,Y,,,
2976,Botun,"-5.292917,122.950547",,,,,,,
2977,Ofaka,"34.677623,135.4683815",,,,,,Osaka,
2978,St. Lucia,,,,,Y,,,
2979,Currifal,"12.2082644,-69.0734273",,,,,,Curacao,
2980,St. John,AMBIGUOUS,,,,,,,
2981,Ethiopia,"8.9979589,38.7548273",Y,,,,,,
2982,Cajlile,"41.6550687,-4.5694142",,,,,,Castile,
2983,Fercera,"38.7210577,-27.2807224",,,,,,Tercera,
2984,St. George,AMBIGUOUS,,,,,,,
2988,Cape Komorin,"8.0778529,77.5416248",,,,,,Comorin,
2989,Pahang,"5.369903,100.1904715",,,,,,Penang,
2990,Kanton,"23.1253491,112.9469749",,,,,,Canton,
2992,Cape cas Palmas,"4.3689316,-7.7284395",,,,,,Cape Palmas,
2993,Brijlol,"51.468468,-2.6609283",,,,,,Bristol,
2994,Saldania,"-33.0508064,17.9419007",,Y,,,,Saldanha,
2996,East Indie,"3.197879,118.823748",Y,,,,,,
2998,Mafulipatan,"16.1857899,81.1131669",,,,,,Masulipatnam,
2999,Tekoa,,,,,Y,,,
3000,Petapoli,,,,,Y,,,
3001,Lanzarota,"27.9804702,-15.5790296",,,,,,Lanzarote,
3002,Kalyete,"32.7356647,-17.1848205",,,,,,Calheta,
3003,Peterborough,"52.56989,-0.244133",,,,,,,
3004,Sarum,"51.068792,-1.7943588",,,,,,Salisbury,
3007,Samara,,,,,Y,,,
3008,Angra,NAME,,,,,,,
3011,Arabia Felix,"15.8528085,47.0655586",Y,,,,,Yemen,
3016,Magadoxa,"2.0471061,45.3117284",,,,,,Mogadishu,
3020,Mecha,"21.4225728,39.8260842",,,,,Y,Mecca; good ex of how sloppy names can be (check context),
3021,Sokatora,"12.5070558,53.6389797",,,,,,,
3023,St. Thome,"0.3419787,6.6924397",,,,,,,
3024,Bona Vijla,"16.0994532,-22.8243482",,,,,,,
3025,Villa Longaa,,,,,,,,
3028,Komora,"-12.1719646,43.6846171",,,,,,Comoros,
3029,Kambina,"-5.680035,120.475911",,,,,,Pulo Kambing off Celebes?,
3031,Pahan,,,,,Y,,,
3033,Miako,"34.9961302,135.7703651",,,,,Y,Kyoto (wtf),
3034,Argin,"20.5984729,-16.4598062",,,,,,,
3035,Mellii,"17.4815575,-5.4597139",Y,,,,,Mali Empire,
3036,Cape Roxo,"12.337437,-16.713775",,,,,,,
3037,Porto Lobo,"15.0099759,-23.4415848",,,,,,,
3038,Hakluyt,NAME,,,,,,,
3039,Guilford,"51.2352717,-0.5694472",,,,,,,
3042,Streights of Gibraltar,"35.983011,-5.468155",,Y,,,,,
3043,Joddah,"21.4498886,39.2016742",,,,,,Jeddah,
3044,Port of Mekka,"21.4498886,39.2016742",,,,,,Jeddah,
3048,Mombajfa,"-4.0515814,39.66673",,,,,,Mombasa,
3051,Perfta,"32.474382,54.046439",Y,,,,,Persia,
3052,Medina,"24.4710075,39.6128287",,,,,,,
3053,Tidor,"0.139141,127.119115",,,,,,,
3055,Mekha,"21.4225728,39.8260842",,,,,,Mecca,
3059,Cape Verd Islands,"16.0202004,-25.1125681",,,,,,,
3062,Diepe,"17.4145289,-62.8128666",,,,,,Dieppe Bay Town,
3064,Egrand,,,,,Y,,,
3067,Puerto Rico,"18.2076659,-67.147687",,,,,,,
3068,Achien,"5.5611009,95.2935972",,,,,,Aceh,
3069,Tarnata,"0.7929562,127.3481705",,,,,,Ternate,
3070,River of Surat,"21.2212098,73.1565822",,Y,,,,,
3071,Stambol,"41.016121,28.971337",,,,,,Istanbul / Constantinople,
3073,Paleakate,"13.4198644,80.3205836",,,,,,Pulicat,
3074,Battaa China,,,,,Y,,,
3076,Sukadanna,"-1.2391445,109.964227",,,,,,Sukadana,
3077,Tenerijfe,"28.4578193,-16.303887",,,,,,Tenerife,
3078,Tombuto,"16.7713828,-3.0085696",,,,,,Timbuktu,
3079,River Senega,"16.0199527,-16.4934045",,Y,,,,,
3080,Cape de Verdes,"16.0202004,-25.1125681",,,,,,,
3081,Island of St. Sago,"14.9321133,-24.4002372",,,,,,Fogo in Cape Verde?,
3082,Paraghifi,"16.5632844,-24.2819926",,,,,,Preguica,
3083,Ribeira Grande,"17.1831582,-25.0656295",,,,,,,
3084,pe de Verde Islands,"16.0202004,-25.1125681",,,,,,,
3088,Diu,"20.7149008,70.9758074",,,,,,,
3090,Baghdad,"33.3116663,44.3469768",,,,,,,
3091,Conjlantinople,"41.016121,28.971337",,,,,,,
3092,Bafrah,"30.1981483,47.4229658",,,,,,Basra,
3093,Lijbon,"38.7436214,-9.1953084",,,,,,,
3097,Sant Sago,"14.9321133,-24.4002372",,,,,,Fogo in Cape Verde?,
3105,Island Sonora,"12.5070558,53.6389797",,,,,,Socotra?,
3111,Bafaim,"19.3791404,72.8039713",,,,,Y,Vasai,
3124,River Gambra,"13.4168572,-15.9307064",,Y,,,,RIVER GAMBIA,
3126,Bay of Saldania,"-33.0404461,17.9863609",,,,,,,
3129,Streights of Malakka,"1.4838765,102.423962",,,,,,Straits of Malacca,
3132,Jakatra,"-6.2297419,106.7593064",,,,,,,
3133,Kamboja,"12.1431722,103.8566782",Y,,,,,Cambodia,
3143,Makkafar,"-5.1278139,119.419019",,,,,,,
3146,Ozaka,"34.677623,135.4683815",,,,,,Osaka,
3148,Mofambik,"-18.5834324,34.6630882",,,,,,Mozambique,
3153,Paraghift,"16.5632844,-24.2819926",,,,,,Preguica,
3156,Cape de Verde Blands,"16.0202004,-25.1125681",,,,,,,
3157,St. Sago Town,"14.9321133,-24.4002372",,,,,,Fogo in Cape Verde?,
3158,Porto Formosa,"15.2449056,-23.6528403",,,,,,,
3160,Boa Vista,"16.0994532,-22.8243482",,,,,,,
3162,Lymington,"50.754418,-1.5500925",,,,,,entering the 3s,
3166,Pike of Tenerife,"28.4578193,-16.303887",,,,,,Tenerife,
3168,Greece,"39.2052328,22.4965677",,,,,,,
3175,Eaji Indies,"3.197879,118.823748",Y,,,,,,
3180,Nile,"31.605902,31.09192",,Y,,,,,
3187,Kayro,"30.0454426,31.2357617",,,,,,Cairo,
3188,Island of Sumatra,"-0.6922,101.904131",,,,,,,
3191,Makao,"22.1618282,113.5350475",,,,,,Macao,
3192,River de Sejlos,"5.469779,-9.569498",,Y,,,,River Cestos,
3196,Grand Canarie,"27.9577145,-15.6055422",,,,,,,
3197,Tenerif,"28.4578193,-16.303887",,,,,,Tenerife,
3200,Englandyy,"52.396654,-0.814664",Y,,,,,,
3206,Island of Tercera,"38.7210577,-27.2807224",,,,,,,
3207,Nikubar Islands,"8.0056116,92.7716186",,,,,,Nicobar,
3209,River of Senega,"16.0199527,-16.4934045",,Y,,,,,
3210,Wejl Indies,"17.236513,-68.847351",Y,,,,,,
3215,Cape of Buena Efperanza,"-34.3567014,18.4723873",,,,,,,
3216,Island of St. Laurence,"-19.291226,46.731243",Y,,,,,Madagascar,
3217,Kalikut,"11.2530907,75.7768658",,,,,,,
3219,Tydore,"0.686456,127.411041",,,,,,,
3220,Point of Sonora,"12.5070558,53.6389797",,,,,,Socotra?,
3221,Mo kha,"13.3118907,43.2389044",,,,,,Mocha,
3224,Arrakan,"19.6335312,93.5541918",,,,,,,
3227,Island Machian,"0.3247907,127.3932255",,,,,,,
3230,Streights of Magallan,"-53.1615935,-72.7317368",,Y,,,,,
3232,Island of Tenerife,"28.4578193,-16.303887",,,,,,Tenerife,
3235,Fonchal,"31.5743348,-17.6848363",,,,,,,
3238,,"14.9321133,-24.4002372",,,,,,Fogo in Cape Verde?,
3241,Lagos,"6.5480502,3.213748",,,,,,,
3242,Bona Vijia,"16.0994532,-22.8243482",,,,,,Bona Vista,
3244,Cape de Verde Sands,"16.0202004,-25.1125681",,,,,,,
3245,Tenerijfa,"28.4578193,-16.303887",,,,,,Tenerife,
3246,Cape de las Palmas,"4.3689316,-7.7284395",,,,,,Cape Palmas,
3247,Cabo Verde,"16.0202004,-25.1125681",,,,,,,
3248,Island of St. Thome,"0.3419787,6.6924397",,,,,,,
3249,Cavo Verde,"16.0202004,-25.1125681",,,,,,,
3250,Cape Palmas,"4.3689316,-7.7284395",,,,,,Cape Palmas,
3251,St. Juan de Puerto Rico,"18.4321422,-66.0778982",,,,,,,
3252,SENEGA River,"16.0199527,-16.4934045",,Y,,,,,
3253,Island of Madagascar,"-19.291226,46.731243",Y,,,,,,
3254,Island Tidor,"0.686456,127.411041",,,,,,,
3255,Rivers Senega,"16.0199527,-16.4934045",,Y,,,,,
3256,Boa Visa,"16.0994532,-22.8243482",,,,,,,
3257,Boa Vijia,"16.0994532,-22.8243482",,,,,,,
3258,Town of St. Sago,"14.9321133,-24.4002372",,,,,,Fogo in Cape Verde?,
3259,Porto Prayaaaa,"14.9364449,-23.5417491",,,,,,,
3260,Port of Prayaa,"14.9364449,-23.5417491",,,,,,,
3261,Cape de Verde Sands,"16.0202004,-25.1125681",,,,,,,
3263, ,,,,,,,maps: https://exhibits.stanford.edu/maps-of-africa/catalog/js132bj8992 https://searchworks.stanford.edu/view/8837488 https://www.amazon.com/Africa-Gambia-Kantor-Bellin-decorative/dp/B07RWQ2C3Q ,
3265,Sanaga,"3.551996,9.6505303",,Y,,,,,
3266,Arguin,"20.5984729,-16.4598062",,,,,,,
3267,Cape Corse,"5.1036663,-1.2431686",,,,,,Cape Coast Castle,
3268,Akkra,"5.5912045,-0.249941",,,,,,Accra,
3269,Kayor,"15.064034,-17.008042",,,,,,Kingdom of Cayor,
3270,Barrakonda,"13.542036,-13.795652",,,,,,Barrakunda Falls,
3271,Fort St. Louis,"16.0161578,-16.4902288",,,,,,,
3272,Albreda,"13.3378768,-16.385647",,,,,,,
3273,Cape Blanc,"20.9980408,-16.9939058",,,,,,,
3274,Gore,"14.6672883,-17.4008585",,,,,,Goree,
3275,Kachao,"12.283755,-16.180592",,Y,,,,,
3276,Cape Monte,"6.730676,-11.359492",,,,,,,
3277,Barra,"13.4863153,-16.5480186",,,,,,,
3278,Barbot,NAME,,,,,,,
3279,Akra,"5.5912045,-0.249941",,,,,,Accra,
3282,Laban,NAME,,,,,,,
3283,Malaghetta,"5.69171,-9.85643",Y,,,,,Cestos Coast?,
3284,Brukoe,"13.460267,-14.678665",,,,,,Bruko on old maps,
3285,Kommendo,"5.0540531,-1.4915873",,,,,,Komenda Ghana,
3287,River Sanaga,"3.551996,9.6505303",,Y,,,,,
3288,Ardrah,"6.6645647,2.1468615",,,,,,,
3289,Soar,"13.604421,-15.298775",,,,,,,
3291,Fantin,"4.769224,-2.059355",,,,,,"""between Cape 3 Points and Anconah"" (unfindable)",
3292,Bambuk,"14.165974,-11.900936",Y,,,,,Bambouk gold fields,
3294,Kuttejar,"13.587626,-14.586531",,,,,,,
3295,Cape Apollonia,"4.987141,-2.592135",,,,,,,
3298,Fatatenda,"13.462727,-14.053972",,,,,,,
3299,Rufifco,"14.7143358,-17.2708647",,,,,,Rufisque,
3300,Fetu,"5.464636,-0.477303",,,,,,Effetu,
3301,Portudali,"14.4454948,-17.0158482",,,,,,Saly Senegal,
3303,Leona,"8.4206896,-12.9614388",,,,,,,
3304,Tinda,"13.015189,-13.275266",,,,,,,
3305,El mina,"5.0955816,-1.3589575",,,,,,,
3306,James-Fort,"13.3175121,-16.3613688",,,,,Y,"in the Gambia, not the one on Ghana (or elsewhere in the empire). Now Kunta Kinteh Island.",
3308,Anta,,,,,Y,,,
3309,Kommani,"5.464636,-0.477303",,,,,,,
3310,Barfalli,,,,,Y,,,
3311,Canary Isles,"27.9577145,-15.6055422",,,,,,,
3313,Kantor,"13.383733,-13.958446",,,,,,,
3314,Mowri,"5.1299701,-1.2022305",,,,,Y,using images to find: http://www.slaveryimages.org/s/slaveryimages/item/2084,
3315,Cape Mefurado,"6.3124998,-10.834203",,,,,,,
3317,River of Sierra Leona,"8.51668,-13.2052847",,Y,,,,,
3320,Kormantin,"5.1927243,-1.0926896",,,,,,,
3321,Cape Corso,"5.1036663,-1.2431686",,,,,,Cape Coast Castle,
3322,Sabu,"5.464636,-0.477303",,,,,,Effetu,
3323,Aquambo,"7.318733,-0.061956",,,,,,,
3324,Galamm,"14.271394,-11.510778",,,,,,Galam,
3325,Sierra Lcona,"8.4206896,-12.9614388",,,,,,,
3326,Dieppe,"17.4145289,-62.8128666",,,,,,Dieppe Bay Town,
3327,Fort Louis,"16.0199527,-16.4934045",,,,,,,
3328,Dramanet,"14.76072,-12.128962",,,,,,,
3329,Ganmbra,"13.4168572,-15.9307064",,Y,,,,,
3330,Inland Parts of Africa,"6.049803,22.297329",Y,,,,,,
3331,Cape de Monte,"6.730676,-11.359492",,,,,,,
3332,Yamyamakunda,,,,,Y,,,
3334,Dahome,"6.765828,2.102646",Y,,,,,,
3336,Iffini,"5.0519585,-2.8861964",,,,,,,
3337,Govina,"14.39807,-11.378709",,,,,,,
3338,American Isles,"18.4162654,-68.3287173",Y,,,,,,
3340,Biyurt,"16.046763,-16.48826",,,,,,,
3341,Tonka Maka,NAME,,,,,,,
3342,Kafamanfa,,,,,Y,,,
3343,Kazegut,"11.514183,-15.918616",,,,Y,,,
3344,Tomani,"13.337657,-14.15687",,,,,,,
3345,Rio Sextos,"5.469779,-9.569498",,Y,,,,River Cestos,
3346,River Volta,"5.838138,0.634334",,Y,,,,,
3347,Sabo,"5.464636,-0.477303",,,,,,Effetu,
3348,Ifini,"5.0519585,-2.8861964",Y,,,,,,
3349,Annamabo,"5.1766442,-1.1235345",,,,,,,
3350,Biffao,"11.8695447,-15.6474286",,,,,,Bissau,
3351,Cape Lope,"-0.761958,8.7108686",,,,,,,
3352,Gorecc,"14.6672883,-17.4008585",,,,,,Goree,
3353,Sa naga,"16.0199527,-16.4934045",,Y,,,,,
3354,Rio Fresco,"14.7143358,-17.2708647",,,,,,Rufisque,
3355,Isle of Ivory,"16.584712,-14.592489",,,,,,Morfil,
3356,Mandingo,"14.120949,-13.014118",Y,,,,Y,"Armchair sailor accounts collapse people and places; Cook keeps fairly distinct, at least in terms of names (advantage of Eur names?)",
3357,Eu rope,"49.445236,13.998635",Y,,,,,,
3358,Fonia,"13.266753,-16.29891",,,,,,Foni,
3359,Barrah,"13.446464,-16.46268",,,,,,,
3360,Kower,"13.804148,-13.816354",,,,,,,
3361,Sami,"13.467312,-14.503327",,Y,,,,Sami River,
3362,Whidaw,"6.3689015,2.063552",,,,,,Whydah,
3363,Cape tres Puntass,"4.7427988,-2.0897628",,,,,,Cape Three Points,
3364,Sherbero,"7.5157915,-12.869773",,Y,,,,,
3365,Sabi,"6.6645647,2.1468615",,,,,,Capital of Ardra?,
3366,Egwira,"5.342281,-2.282842",,,,,,,
3367,River Benja,"9.2110562,-0.8310284",,Y,,,,Benya,
3368,Whidah,"6.3689015,2.063552",,,,,,Whydah,
3369,Kacheo,"12.2670228,-16.1730552",,,,,,Cacheu,
3372,James 's Fort,"13.3175121,-16.3613688",,,,,,,
3373,Cape Bernard,"14.6517137,-17.4347744",,,,,,Cape Manuel,
3374,Galammmm,"14.271394,-11.510778",,,,,,Galam,
3375,Kaygnu,"14.4544691,-11.439323",,,,,,Kayes,
3376,Barakonda,"13.542036,-13.795652",,,,,,Barrakunda Falls,
3377,River Faleme,"14.738865,-12.237135",,,,,,,
3378,Bukfar,,,,,Y,,,
3379,Ghiorel,"16.615721,-14.639736",,,,,,,
3381,Gago,"17.4815575,-5.4597139",Y,,,,,Mali Empire,
3385,Oranto,,,,,Y,,,
3386,Tankrowal,"13.4162173,-16.0356832",,,,,,TANKULAR,
3388,Bay of France,,,,,Y,,,
3389,Artus,NAME,,,,,,,
3391,Rio Sanguin,"5.930758,-10.064842",,,,,,River St John,
3392,Aniaba,NAME,,,,,,,
3393,Jaquin,NAME,,,,,,,
3395,Boutri,"4.82325,-1.9171195",,,,,,,
3396,Little Kommendo,"5.0540531,-1.4915873",,,,,,,
3397,Great Akkra,"5.5912045,-0.249941",,,,,,,
3399,Ante,"4.8674294,-2.2481311",,,,,,Axim?,
3400,Isle of Sanaga,"16.026451,-16.507068",,,,,,,
3402,Bay of Arguin,"20.675583,-16.514877",,Y,,,,,
3403,Rochelle,"46.162764,-1.1938567",,,,,,,
3406,Kayllor,"15.486032,-16.662594",,,,,,,
3410,Rock Govina,"14.353804,-11.346611",,,,,,,
3413,Bijao,"11.8695447,-15.6474286",,,,,,Bissau,
3416,KaynUra,"14.4544691,-11.439323",,,,,,Kayes,
3417,Cape St. Mary 's,,,,,Y,,,
3418,Europa,"49.445236,13.998635",Y,,,,,,
3419,Sama,"5.0198856,-1.6276235",,,,,,Shama,
3420,Quoja,"6.730676,-11.359492",,,,,,Cape Monte?,
3422,Lcona,"8.4206896,-12.9614388",,,,,,Sierra Leone,
3424,Isle of St. Thomas,"0.3419787,6.6924397",,,,,,,
3426,Iffni,"5.0519585,-2.8861964",Y,,,,,,
3428,Rio Volta,"5.838138,0.634334",,Y,,,,,
3429,St. Andrew 's,,,,,Y,,,
3430,Dahomi,"6.765828,2.102646",,,,,,,
3432,Cape Cotfe,"5.1036663,-1.2431686",,,,,,Cape Coast Castle,
3433,Great Ningo,"5.742553,0.173413",,,,,,,
3434,Akkani,"5.343428,-1.737527",Y,,,,,,
3436,Libya,"27.4461554,17.0457169",Y,,,,,,
3439,Felu,"5.464636,-0.477303",,,,,,,
3440,Guinea Coast,"-0.9230338,9.2245431",Y,,,,,,
3443,River Sierra Leona,"8.51668,-13.2052847",,Y,,,,,
3444,Isle of Gore,"14.6672883,-17.4008585",,,,,,,
3446,Lybia,"27.4461554,17.0457169",Y,,,,,,
3447,Galammmmmmmm,"14.271394,-11.510778",,,,,,Galam,
3450,Georgia,"32.660383,-83.7844347",,,,,,,
3451,Ghana,"7.3866827,-1.5659281",Y,,,,,,
3452,Cape Lope Gonfalvo,"-0.761958,8.7108686",,,,,,,
3455,Gold-coast,"7.8984517,-3.2797732",Y,,,,,,
3459,Guineai,"-0.9230338,9.2245431",Y,,,,,,
3460,Cape Three Points,"4.7427988,-2.0897628",,,,,,,
3461,Cape Tres Puntassssss,"4.7427988,-2.0897628",,,,,,,
3466,Cape St. Apollonia,"4.987141,-2.592135",,,,,,,
3470,Akkara,"5.5912045,-0.249941",,,,,,,
3473,"River Gambia , or Gambia","13.4168572,-15.9307064",,Y,,,,,
3474,Seftro,"5.469779,-9.569498",,Y,,,,,
3475,Fort Arguin,"20.5984729,-16.4598062",,,,,,,
3477,River Sherbro,"7.5157915,-12.869773",,Y,,,,,
3481,River Niger,"5.339475,6.480165",,Y,,,,,
3482,Island of St. Louis,"16.0199527,-16.4934045",,,,,,,
3483,Galammta,"14.271394,-11.510778",,,,,,Galam,
3484,Galammmmmm,"14.271394,-11.510778",,,,,,Galam,
3488,Terrier Rouge,"16.656511,-14.927441",,,,,,,
3491,Kaygni,"14.4544691,-11.439323",,,,,,Kayes,
3492,Barakotta,"13.542036,-13.795652",,,,,,,
3497,Mandinga,"14.120949,-13.014118",Y,,,,,,
3498,Elephant Isle,"13.455876,-15.334335",,,,,,,
3500,Brukoc,"13.460267,-14.678665",,,,,,,
3501,Malaguetta,"5.69171,-9.85643",Y,,,,,Cestos Coast?,
3502,Abyssinia,"8.9979589,38.7548273",Y,,,,,Ethiopia,
3503,Manighetta,"5.69171,-9.85643",Y,,,,,Cestos Coast?,
3504,Akara,"5.5912045,-0.249941",,,,,,,
3505,Island of St. Thomas,"0.3419787,6.6924397",,,,,,,
3508,Mina Castle,"4.9999998,2.0912238",,,,,,,
3509,Mina Cafle,"4.9999998,2.0912238",,,,,,,
3510,Ijini,"5.0519585,-2.8861964",Y,,,,,,
3511,Shama,"5.0198856,-1.6276235",,,,,,,
3514,"GREEN, GENERAL COLLECTION V3",,,,,,,,
3516,Pe-king,"39.938545,116.1165956",,,,,,,
3517,Loanda,"-8.8535258,13.2138929",,,,,,,
3518,Sono,"-6.1365376,12.355767",,,,,Y,Soyo. Hard to track because we're assumed to know it.,
3520,Benguela,"-12.5891831,13.4008894",,,,,,,
3521,Merolla,NAME,,,,,,,
3522,Nan-king,"32.0989592,118.7195244",,,,,,,
3523,Pc-king,"39.938545,116.1165956",,,,,,,
3526,Ma-kau,"22.1618282,113.5350475",,,,,,,
3527,River Zaire,"-5.984005,12.81278",,Y,,,,Congo River,
3528,Kalabar,"4.9746178,8.2702584",,,,,,Calabar,
3529,Koxinga,NAME,,,,,,,
3531,Offra,"6.388179,2.429057",,,,,,30 km east of Whydah,
3532,Bandi,"4.703947,7.087764",,Y,,,Y,Bonny River. Google Maps API problem,
3534,Kabinda,"-5.189476,12.296507",,,,,,Cabinda,
3535,New Kalabar,"4.858803,6.9081443",,,,,,,
3537,Pongo,"-11.1797912,16.6341526",Y,,,,,Angola,
3538,Kiang,AMBIGUOUS,,,,,,"Part of Kiangchew, Kiangsi",
3539,Cape Countries,"-33.318947,18.831547",Y,,,,,,
3540,Koto,"5.962445,0.775096",,,,,,,
3542,Pigafetta,NAME,,,,,,,
3543,Lopez,NAME,,,,,,,
3544,Kakongo,"-5.624682,12.769865",,,,,,,
3545,Bengo,"-8.470982,13.370699",,Y,,,,Dande River,
3546,Zayri,"-5.984005,12.81278",,Y,,Y,,,
3547,Monomotapa,"-29.05094,24.481299",Y,,,,,,
3549,Cape Negro,"-4.786089,11.849951",,,,,,Pointe Noire,
3552,Matamba,"-9.5381808,16.3063501",Y,,,,,,
3553,Pango,,,,,Y,,,
3555,Chang,AMBIGUOUS,,,,,,,
3556,Hokfyew,"26.071424,119.305551",,,,,,Fuzhou,
3559,Bandi Point,"4.392508,7.144584",,,,,,,
3561,Agola,"-11.1797912,16.6341526",Y,,,,,,
3562,Shan,AMBIGUOUS,,,,,,Chinese names are problematic bc Green often splits them into 2,
3563,Bang,AMBIGUOUS,,,,,,,
3565,Ofra,"6.388179,2.429057",,,,,,,
3566,Cape Padron,"-33.7688933,26.4688721",,,,,,,
3567,Soni,"-6.1365376,12.355767",,,,,Y,Sono,
3568,Sonho,"-6.1365376,12.355767",,,,,Y,Sono,
3569,Koanza,"-9.321572,13.162969",,Y,,,,Cuanza,
3570,Kiang-fi,"27.702344,115.742675",Y,,,,,Jiangxi,
3571,River Chang,"31.898643,120.857949",,Y,,,,Yangtze,
3572,Nan-chang,"28.6543477,115.8460162",,,,,,,
3573,Cape Formosa,"13.079407,-16.772078",,,,,,,
3577,Rio Formosa,"5.770344,5.071329",,Y,,,,,
3578,Ouwerri,"5.4931068,7.025928",,,,,,Owerri,
3579,Gregoue,"6.3689015,2.063552",,,,,,Whydah?,
3581,Oedo,"9.3003095,0.0600318",Y,,,,,Benin,
3583,Mayomba,"-4.937033,12.234909",,,,,,,
3584,Tierra de Natal,"-28.040286,31.778375",Y,,,,,,
3585,Cape-Town,"-33.9152193,18.3751937",,,,,,,
3586,Clina,"35.064699,106.483728",Y,,,,,,
3587,Ma kau,"22.1618282,113.5350475",,,,,,,
3588,Siam,"13.7245599,100.4926836",,,,,,,
3589,Pereira,NAME,,,,,,,
3590,Newcaftle-upon-Tyne,"55.0023519,-1.7270541",,,,,,,
3591,Rio da Volta,"5.838138,0.634334",,Y,,,,,
3592,Great Benin,"9.3003095,0.0600318",Y,,,,,,
3593,Great Popo,"6.2584737,1.6441277",,,,,,,
3596,Guina,"-0.9230338,9.2245431",Y,,,,,,
3597,Rio Gabon,"0.228493,9.501785",,Y,,,,,
3598,Rio Kamarones,"3.9202777,9.5481682",,Y,,,,,
3599,Cape St. Clara,"0.508119,9.316065",,,,,,,
3601,River Koanza,"-9.321572,13.162969",,Y,,,,,
3602,Quanza,"-9.321572,13.162969",,Y,,,,,
3603,River Bengo,"-8.470982,13.370699",,Y,,,,,
3605,Sardinia,"40.064603,9.0109325",,,,,,,
3606,Kapinda,"-5.189476,12.296507",,,,,,Cabinda,
3607,Lemba,"-4.394871,15.321419",,,,,,,
3609,Bomangoy,,,,,Y,,,
3610,Anziko,"-3.092334,16.093916",,,,,,,
3611,Battel,NAME,,,,,,,
3612,Danda,"-8.470982,13.370699",,Y,,,,,
3613,La mwa,,,,,Y,,,
3614,Hang,AMBIGUOUS,,,,,,,
3615,Ning-po,"29.8935204,121.5839694",,,,,,Ningbo,
3616,Kiang-chew,,,,,Y,,,
3617,Ipswich,"52.0531065,1.1485019",,,,,,,
3618,Old Kalabar River,"4.9619664,8.3163929",,Y,,,,,
3619,Prayaaaaaaaaaaaa,"14.9364449,-23.5417491",,,,,,Praia,
3620,Awerri,"5.4931068,7.025928",,,,,,Owerri,
3621,Cape Lagoa,"6.5480502,3.213748",,,,,,,
3622,Lagoa,"6.5480502,3.213748",,,,,,,
3624,New Kalabar Town,"4.858803,6.9081443",,,,,,,
3627,Kalabar River,"4.9619664,8.3163929",,Y,,,,,
3628,Old Kalabar,"4.9619664,8.3163929",,Y,,,,,
3640,Kabonda,"-5.189476,12.296507",,,,,,Cabinda,
3648,Kyangfi,"27.702344,115.742675",Y,,,,,Jiangxi,
3656,Ho-nan,"27.3633192,111.5162425",,,,,,Hunan,
3677,Great Ardrah,"6.6645647,2.1468615",,,,,,,
3681,River Gabon,"0.228493,9.501785",,Y,,,,,
3683,Benin River,"5.9881459,5.4321232",Y,,,,,,
3686,St. Tome,"0.3419787,6.6924397",,,,,,,
3687,New Kalabar River,"4.9619664,8.3163929",,Y,,,,,
3688,Bandi River,"4.703947,7.087764",,Y,,,,,
3695,Rio de Gabon,"0.228493,9.501785",,Y,,,,,
3701,Fernambuco,"-6.650727,-39.1240069",,,,,,,
3702,Cape of Good,"-34.3567014,18.4723873",,,,,,,
3705,Catalonia,"41.76056,2.111336",,,,,,,
3708,Bay of Kabinda,"-5.535397,12.215343",,Y,,,,,
3716,Kabenda,"-5.189476,12.296507",,,,,,,
3731,Table-bay,"-33.8833322,18.4324691",,,,,,,
3734,Cape Colony,"-33.9152193,18.3751937",,,,,,,
3742,River Kiang,"31.898643,120.857949",,Y,,,,,
3751,Shan-si,"37.786054,112.472655",,,,,,Shanxi,
3754,"GREEN, GENERAL COLLECTION V4",,,,,,,,
3756,Tibet,"32.205627,84.834391",Y,,,,,,
3757,Karazm,"39.487363,56.448214",Y,,,,,,
3758,Katay,"42.35881,122.563931",Y,,,,,Manchuria?,
3760,Kalka,"47.808264,38.311546",Y,,,,,,
3761,Lyau-tong,"41.18285,122.589472",,,,,,,
3763,Pe-che-li,"39.049116,116.162465",,,,,,,
3764,Shen-si,"37.786054,112.472655",,,,,,,
3765,Great Bulgaria,"46.124778,41.638304",Y,,,,,,
3766,Kang-hi,NAME,,,,,,,
3767,Bokhara,"39.593455,60.782325",Y,,,,,,
3769,Urjenz,"42.3225108,59.171649",,,,,,Gurganj,
3771,Kara,AMBIGUOUS,,,,,,,
3772,Caspian Sea,"41.9257196,50.6908303",,Y,,,,,
3773,Kiang-nan,"22.6201495,108.1783152",,,,,,,
3774,Ckina,"35.064699,106.483728",Y,,,,,,
3775,Khayuk,,,,,Y,,,
3777,Kaldan,"25.8043515,61.1640574",,,,,,,
3779,Bentinck,NAME,,,,,,,
3780,Barantola,"29.650532,91.117717",,,,,,Lhasa,
3781,Mawara,"40.580717,62.932724",Y,,,,,Mawara'lnabr,
