***	O
,	O
unless	O
we	O
would	O
have	O
new	O
sheathed	O
her	O
,	O
and	O
perhaps	O
shifted	O
most	O
of	O
her	O
planks	O
too	O
,	O
which	O
would	O
have	O
taken	O
up	O
a	O
great	O
deal	O
of	O
time	O
,	O
she	O
was	O
by	O
no	O
means	O
fit	O
to	O
have	O
gone	O
any	O
farther	O
,	O
at	O
least	O
not	O
so	O
long	O
a	O
run	O
as	O
we	O
had	O
now	O
to	O
make	O
,	O
viz.	O
,	O
round	O
the	O
whole	O
southern	O
part	O
of	O
America	PNM
,	O
and	O
where	O
we	O
should	O
find	O
no	O
port	O
to	O
put	O
in	O
at	O
,	O
-LRB-	O
I	O
mean	O
,	O
where	O
we	O
should	O
have	O
been	O
able	O
to	O
have	O
got	O
anything	O
done	O
for	O
the	O
repair	O
of	O
a	O
ship	O
-RRB-	O
,	O
until	O
we	O
had	O
come	O
home	O
to	O
England	PNM
.	O

It	O
was	O
proposed	O
here	O
to	O
have	O
gone	O
to	O
the	O
governor	O
or	O
viceroy	O
of	O
Peru	PNM
,	O
and	O
have	O
obtained	O
his	O
license	O
or	O
pass	O
to	O
have	O
traversed	O
the	O
Isthmus	O
of	O
America	PNM
,	O
from	O
port	O
St.	PNM
Maria	PNM
to	O
the	O
river	PNM
of	PNM
Darien	PNM
.	O

This	O
we	O
could	O
easily	O
have	O
obtained	O
under	O
the	O
character	O
that	O
we	O
then	O
bore	O
,	O
viz.	O
,	O
of	O
having	O
the	O
King	O
of	O
France	PNM
's	PNM
commission	PNM
;	O
and	O
had	O
we	O
been	O
really	O
all	O
French	O
,	O
I	O
believe	O
I	O
should	O
have	O
done	O
it	O
,	O
but	O
as	O
we	O
were	O
so	O
many	O
Englishmen	O
,	O
and	O
as	O
such	O
were	O
then	O
at	O
open	O
war	O
with	O
Spain	PNM
,	O
I	O
did	O
not	O
think	O
it	O
a	O
safe	O
adventure	O
,	O
I	O
mean	O
not	O
a	O
rational	O
adventure	O
,	O
especially	O
considering	O
what	O
a	O
considerable	O
treasure	O
we	O
had	O
with	O
us	O
.	O

On	O
the	O
other	O
hand	O
,	O
as	O
we	O
were	O
now	O
a	O
strong	O
body	O
of	O
able	O
seamen	O
,	O
and	O
had	O
two	O
stout	O
ships	O
under	O
us	O
,	O
we	O
had	O
no	O
reason	O
to	O
apprehend	O
either	O
the	O
toil	O
or	O
the	O
danger	O
of	O
a	O
voyage	O
round	O
Cape	PNM
Horn	PNM
,	O
after	O
which	O
we	O
should	O
be	O
in	O
a	O
very	O
good	O
condition	O
to	O
make	O
the	O
rest	O
of	O
our	O
voyage	O
to	O
England	PNM
.	O

Whereas	O
,	O
if	O
we	O
travelled	O
over	O
the	O
Isthmus	O
of	O
America	PNM
,	O
we	O
should	O
be	O
all	O
like	O
a	O
company	O
of	O
freebooters	O
and	O
buccaneers	O
,	O
loose	O
and	O
unshipped	O
,	O
and	O
should	O
perhaps	O
run	O
some	O
one	O
way	O
and	O
some	O
another	O
,	O
among	O
the	O
logwood	O
cutters	O
at	O
the	O
bay	PNM
of	PNM
Campeachy	PNM
,	O
and	O
other	O
places	O
,	O
to	O
get	O
passage	O
,	O
some	O
to	O
Jamaica	PNM
and	O
some	O
to	O
New	PNM
England	PNM
;	O
and	O
,	O
which	O
was	O
worse	O
than	O
all	O
,	O
should	O
be	O
exposed	O
to	O
a	O
thousand	O
dangers	O
on	O
account	O
of	O
the	O
treasure	O
we	O
had	O
with	O
us	O
,	O
perhaps	O
even	O
to	O
that	O
of	O
murdering	O
and	O
robbing	O
one	O
another	O
.	O

And	O
,	O
as	O
Captain	O
Merlotte	O
said	O
,	O
who	O
was	O
really	O
a	O
Frenchman	O
,	O
it	O
were	O
much	O
more	O
eligible	O
for	O
us	O
,	O
as	O
French	O
,	O
or	O
,	O
if	O
we	O
had	O
been	O
such	O
,	O
to	O
have	O
gone	O
up	O
to	O
Acapulca	PNM
,	O
and	O
there	O
to	O
sell	O
our	O
ships	O
and	O
get	O
license	O
to	O
travel	O
to	O
Mexico	PNM
,	O
and	O
then	O
to	O
have	O
got	O
the	O
viceroy	O
's	O
assiento	O
to	O
have	O
come	O
to	O
Europe	PNM
in	O
the	O
galleons	O
;	O
but	O
,	O
as	O
we	O
were	O
so	O
many	O
Englishmen	O
,	O
it	O
was	O
impracticable	O
;	O
our	O
seamen	O
also	O
being	O
Protestants	O
,	O
such	O
as	O
seamen	O
generally	O
are	O
,	O
and	O
bold	O
mad	O
fellows	O
,	O
they	O
would	O
never	O
have	O
carried	O
on	O
a	O
disguise	O
,	O
both	O
of	O
their	O
nation	O
and	O
of	O
their	O
religion	O
,	O
for	O
so	O
long	O
a	O
time	O
as	O
it	O
would	O
have	O
been	O
necessary	O
to	O
do	O
for	O
such	O
a	O
journey	O
and	O
voyage	O
.	O

But	O
,	O
besides	O
all	O
these	O
difficulties	O
,	O
I	O
had	O
other	O
projects	O
in	O
my	O
head	O
,	O
which	O
made	O
me	O
against	O
all	O
the	O
proposals	O
of	O
passing	O
by	O
land	O
to	O
the	O
North	O
Sea	O
;	O
otherwise	O
,	O
had	O
I	O
resolved	O
it	O
,	O
I	O
should	O
not	O
have	O
much	O
concerned	O
myself	O
about	O
obtaining	O
a	O
license	O
from	O
the	O
Spaniards	O
,	O
for	O
,	O
as	O
we	O
were	O
a	O
sufficient	O
number	O
of	O
men	O
to	O
have	O
forced	O
our	O
way	O
,	O
we	O
should	O
not	O
much	O
have	O
stood	O
upon	O
their	O
giving	O
us	O
leave	O
,	O
or	O
not	O
giving	O
us	O
leave	O
,	O
to	O
go	O
.	O

But	O
,	O
as	O
I	O
have	O
said	O
,	O
my	O
views	O
lay	O
another	O
way	O
,	O
and	O
my	O
head	O
had	O
been	O
long	O
working	O
upon	O
the	O
discourse	O
my	O
men	O
had	O
had	O
with	O
the	O
Spaniards	O
at	O
Baldavia	PNM
.	O

I	O
frequently	O
talked	O
with	O
the	O
two	O
Chilian	O
Indians	O
whom	O
I	O
had	O
on	O
board	O
,	O
and	O
who	O
spoke	O
Spanish	O
pretty	O
well	O
,	O
and	O
whom	O
we	O
had	O
taught	O
to	O
speak	O
a	O
little	O
English	O
.	O

I	O
had	O
taken	O
care	O
that	O
they	O
should	O
have	O
all	O
the	O
good	O
usage	O
imaginable	O
on	O
board	O
.	O

I	O
had	O
given	O
them	O
each	O
a	O
very	O
good	O
suit	O
of	O
clothes	O
made	O
by	O
our	O
tailor	O
,	O
but	O
after	O
their	O
own	O
manner	O
,	O
with	O
each	O
of	O
them	O
a	O
baize	O
cloak	O
;	O
and	O
had	O
given	O
them	O
hats	O
,	O
shoes	O
,	O
stockings	O
,	O
and	O
everything	O
they	O
desired	O
,	O
and	O
they	O
were	O
mighty	O
well	O
pleased	O
,	O
and	O
I	O
talked	O
very	O
freely	O
with	O
them	O
about	O
the	O
passage	O
of	O
the	O
mountains	O
,	O
for	O
that	O
was	O
now	O
my	O
grand	O
design	O
.	O

While	O
I	O
was	O
coming	O
up	O
the	O
Chilian	O
shore	O
,	O
as	O
you	O
have	O
heard	O
,	O
that	O
is	O
to	O
say	O
,	O
at	O
St.	PNM
Jago	PNM
,	O
at	O
the	O
Conception	O
,	O
at	O
Arica	PNM
,	O
and	O
even	O
at	O
Lima	PNM
itself	O
,	O
we	O
inquired	O
on	O
all	O
occasions	O
into	O
the	O
situation	O
of	O
the	O
country	O
,	O
the	O
manner	O
of	O
travelling	O
,	O
and	O
what	O
kind	O
of	O
country	O
it	O
was	O
beyond	O
the	O
mountains	O
,	O
and	O
we	O
found	O
them	O
all	O
agreeing	O
in	O
the	O
same	O
story	O
;	O
and	O
that	O
passing	O
the	O
mountains	O
of	O
Les	O
Cordelieras	O
,	O
for	O
so	O
they	O
call	O
them	O
in	O
Peru	PNM
,	O
though	O
it	O
was	O
the	O
same	O
ridge	O
of	O
hills	O
as	O
we	O
call	O
the	O
Andes	O
,	O
was	O
no	O
strange	O
thing	O
.	O

That	O
there	O
were	O
not	O
one	O
or	O
two	O
,	O
but	O
a	O
great	O
many	O
places	O
found	O
out	O
,	O
where	O
they	O
passed	O
as	O
well	O
with	O
horses	O
and	O
mules	O
as	O
on	O
foot	O
,	O
and	O
even	O
some	O
with	O
carriages	O
;	O
and	O
,	O
in	O
particular	O
,	O
they	O
told	O
us	O
at	O
Lima	PNM
,	O
that	O
from	O
Potosi	PNM
,	O
and	O
the	O
towns	O
thereabouts	O
,	O
there	O
was	O
a	O
long	O
valley	O
,	O
which	O
ran	O
for	O
one	O
hundred	O
and	O
sixty	O
leagues	O
in	O
length	O
southward	O
,	O
and	O
south-east	O
,	O
and	O
that	O
it	O
continued	O
until	O
the	O
hills	O
parting	O
,	O
it	O
opened	O
into	O
the	O
main	O
level	O
country	O
on	O
the	O
other	O
side	O
;	O
and	O
that	O
there	O
were	O
several	O
rivers	O
which	O
began	O
in	O
that	O
great	O
valley	O
,	O
and	O
which	O
all	O
of	O
them	O
ran	O
away	O
to	O
the	O
south	O
and	O
south-east	O
,	O
and	O
afterwards	O
went	O
away	O
east	O
,	O
and	O
east-north-east	O
,	O
and	O
so	O
fell	O
into	O
the	O
great	O
Rio	PNM
de	PNM
la	PNM
Plata	PNM
,	O
and	O
emptied	O
themselves	O
into	O
the	O
North	PNM
Seas	PNM
;	O
and	O
that	O
merchants	O
travelled	O
to	O
those	O
rivers	O
,	O
and	O
then	O
went	O
down	O
in	O
boats	O
as	O
far	O
as	O
the	O
town	O
or	O
the	O
city	O
of	O
the	O
Ascension	O
,	O
and	O
the	O
Buenos	PNM
Ayres	PNM
.	O

This	O
was	O
very	O
satisfying	O
you	O
may	O
be	O
sure	O
,	O
especially	O
to	O
hear	O
them	O
agree	O
in	O
it	O
,	O
that	O
the	O
Andes	O
were	O
to	O
be	O
passed	O
;	O
though	O
passing	O
them	O
hereabouts	O
,	O
-LRB-	O
where	O
I	O
knew	O
the	O
mainland	O
from	O
the	O
west	O
shore	O
,	O
where	O
we	O
now	O
were	O
,	O
must	O
be	O
at	O
least	O
one	O
thousand	O
five	O
hundred	O
miles	O
broad	O
-RRB-	O
,	O
was	O
no	O
part	O
of	O
my	O
project	O
;	O
but	O
I	O
laid	O
up	O
all	O
these	O
things	O
in	O
my	O
mind	O
,	O
and	O
resolved	O
to	O
go	O
away	O
to	O
the	O
south	O
again	O
,	O
and	O
act	O
as	O
I	O
should	O
see	O
cause	O
.	O

We	O
were	O
now	O
got	O
into	O
a	O
very	O
hot	O
climate	O
,	O
and	O
,	O
whatever	O
was	O
the	O
cause	O
,	O
my	O
men	O
began	O
to	O
grow	O
very	O
sickly	O
,	O
and	O
that	O
to	O
such	O
a	O
degree	O
that	O
I	O
was	O
once	O
afraid	O
we	O
had	O
got	O
the	O
plague	O
among	O
us	O
;	O
but	O
our	O
surgeons	O
,	O
who	O
we	O
all	O
call	O
doctors	O
at	O
sea	O
,	O
assured	O
me	O
there	O
was	O
nothing	O
of	O
that	O
among	O
them	O
,	O
and	O
yet	O
we	O
buried	O
seventeen	O
men	O
here	O
,	O
and	O
had	O
between	O
twenty	O
and	O
thirty	O
more	O
sick	O
,	O
and	O
,	O
as	O
I	O
thought	O
,	O
dangerously	O
too	O
.	O

In	O
this	O
extremity	O
,	O
for	O
I	O
was	O
really	O
very	O
much	O
concerned	O
about	O
it	O
,	O
one	O
of	O
my	O
doctors	O
came	O
to	O
me	O
,	O
and	O
told	O
me	O
he	O
had	O
been	O
at	O
the	O
city	O
-LRB-	O
that	O
is	O
,	O
at	O
Lima	PNM
-RRB-	O
to	O
buy	O
some	O
drugs	O
and	O
medicines	O
,	O
to	O
recruit	O
his	O
chest	O
,	O
and	O
he	O
had	O
fallen	O
into	O
company	O
with	O
an	O
Irish	O
Jesuit	O
,	O
who	O
,	O
he	O
found	O
,	O
was	O
an	O
extraordinary	O
good	O
physician	O
,	O
and	O
that	O
he	O
had	O
had	O
some	O
discourse	O
with	O
him	O
about	O
our	O
sick	O
men	O
,	O
and	O
he	O
believed	O
for	O
a	O
good	O
word	O
or	O
two	O
,	O
he	O
could	O
persuade	O
him	O
to	O
come	O
and	O
visit	O
them	O
.	O

I	O
was	O
very	O
loath	O
to	O
consent	O
to	O
it	O
,	O
and	O
said	O
to	O
the	O
surgeon	O
,	O
If	O
he	O
is	O
an	O
Irishman	O
,	O
he	O
speaks	O
English	O
,	O
and	O
he	O
will	O
presently	O
perceive	O
that	O
we	O
are	O
all	O
Englishmen	O
,	O
and	O
so	O
we	O
shall	O
be	O
betrayed	O
;	O
all	O
our	O
designs	O
will	O
be	O
blown	O
up	O
at	O
once	O
,	O
and	O
our	O
farther	O
measures	O
be	O
all	O
broken	O
;	O
and	O
therefore	O
I	O
would	O
not	O
consent	O
.	O

This	O
I	O
did	O
not	O
speak	O
from	O
the	O
fear	O
of	O
any	O
hurt	O
they	O
could	O
have	O
done	O
me	O
by	O
force	O
,	O
for	O
I	O
had	O
no	O
reason	O
to	O
value	O
that	O
,	O
being	O
able	O
to	O
have	O
fought	O
my	O
way	O
clear	O
out	O
of	O
their	O
seas	O
,	O
if	O
I	O
had	O
been	O
put	O
to	O
it	O
;	O
but	O
,	O
as	O
I	O
had	O
traded	O
all	O
the	O
way	O
by	O
stratagem	O
,	O
and	O
had	O
many	O
considerable	O
views	O
still	O
behind	O
,	O
I	O
was	O
unwilling	O
to	O
be	O
disappointed	O
by	O
the	O
discovery	O
of	O
my	O
schemes	O
,	O
or	O
that	O
the	O
Spaniards	O
should	O
know	O
upon	O
what	O
a	O
double	O
foundation	O
I	O
acted	O
,	O
and	O
how	O
I	O
was	O
a	O
French	O
ally	O
and	O
merchant	O
,	O
or	O
an	O
English	O
enemy	O
and	O
privateer	O
,	O
just	O
as	O
I	O
pleased	O
,	O
and	O
as	O
opportunity	O
should	O
offer	O
;	O
in	O
which	O
case	O
they	O
would	O
have	O
been	O
sure	O
to	O
have	O
trepanned	O
me	O
if	O
possible	O
,	O
under	O
pretence	O
of	O
the	O
former	O
,	O
and	O
have	O
used	O
me	O
,	O
if	O
they	O
ever	O
should	O
get	O
an	O
advantage	O
over	O
me	O
,	O
as	O
one	O
of	O
the	O
latter	O
.	O

This	O
made	O
me	O
very	O
cautious	O
,	O
and	O
I	O
had	O
good	O
reason	O
for	O
it	O
too	O
;	O
and	O
yet	O
the	O
sickness	O
and	O
danger	O
of	O
my	O
men	O
pressed	O
me	O
very	O
hard	O
to	O
have	O
the	O
advice	O
of	O
a	O
good	O
physician	O
,	O
if	O
it	O
was	O
possible	O
,	O
and	O
especially	O
to	O
be	O
satisfied	O
whether	O
it	O
was	O
really	O
the	O
plague	O
or	O
no	O
,	O
for	O
I	O
was	O
very	O
uneasy	O
about	O
that	O
.	O

But	O
my	O
surgeon	O
told	O
me	O
,	O
that	O
,	O
as	O
to	O
my	O
apprehension	O
of	O
discovery	O
,	O
he	O
would	O
undertake	O
to	O
prevent	O
it	O
by	O
this	O
method	O
.	O

First	O
,	O
he	O
said	O
,	O
he	O
found	O
that	O
the	O
Irishman	O
did	O
not	O
understand	O
French	O
at	O
all	O
,	O
and	O
so	O
I	O
had	O
nothing	O
to	O
do	O
but	O
to	O
order	O
,	O
that	O
,	O
when	O
he	O
came	O
on	O
board	O
,	O
as	O
little	O
English	O
should	O
be	O
spoke	O
in	O
his	O
hearing	O
as	O
possible	O
;	O
and	O
this	O
was	O
not	O
difficult	O
,	O
for	O
almost	O
all	O
our	O
men	O
had	O
a	O
little	O
French	O
at	O
their	O
tongue	O
's	O
end	O
,	O
by	O
having	O
so	O
many	O
Frenchmen	O
on	O
board	O
of	O
them	O
;	O
others	O
had	O
the	O
Levant	O
jargon	O
,	O
which	O
they	O
call	O
Lingua	PNM
Frank	PNM
;	O
so	O
that	O
,	O
if	O
they	O
had	O
but	O
due	O
caution	O
,	O
it	O
could	O
not	O
be	O
suddenly	O
perceived	O
what	O
countrymen	O
they	O
were	O
.	O

Besides	O
this	O
,	O
the	O
surgeon	O
ordered	O
,	O
that	O
as	O
soon	O
as	O
the	O
Padre	O
came	O
on	O
board	O
,	O
he	O
should	O
be	O
surrounded	O
with	O
French	O
seamen	O
only	O
,	O
some	O
of	O
whom	O
should	O
be	O
ordered	O
to	O
follow	O
him	O
from	O
place	O
to	O
place	O
,	O
and	O
chop	O
in	O
with	O
their	O
nimble	O
tongues	O
,	O
upon	O
some	O
occasion	O
or	O
other	O
,	O
so	O
that	O
he	O
should	O
hear	O
French	O
spoken	O
wherever	O
he	O
turned	O
himself	O
.	O

Upon	O
this	O
,	O
which	O
indeed	O
appeared	O
very	O
easy	O
to	O
be	O
done	O
,	O
I	O
agreed	O
to	O
let	O
the	O
doctor	O
come	O
on	O
board	O
,	O
and	O
accordingly	O
the	O
surgeon	O
brought	O
him	O
the	O
next	O
day	O
,	O
where	O
Captain	O
Merlotte	O
received	O
him	O
in	O
the	O
cabin	O
,	O
and	O
treated	O
him	O
very	O
handsomely	O
,	O
but	O
nothing	O
was	O
spoken	O
but	O
French	O
or	O
Spanish	O
;	O
and	O
the	O
surgeon	O
,	O
who	O
had	O
pretended	O
himself	O
to	O
be	O
an	O
Irishman	O
,	O
acted	O
as	O
interpreter	O
between	O
the	O
doctor	O
and	O
us	O
.	O

Here	O
we	O
told	O
him	O
the	O
case	O
of	O
our	O
men	O
that	O
were	O
sick	O
;	O
some	O
of	O
them	O
,	O
indeed	O
,	O
were	O
French	O
,	O
and	O
others	O
that	O
could	O
speak	O
French	O
,	O
were	O
instructed	O
to	O
speak	O
to	O
him	O
as	O
if	O
they	O
could	O
speak	O
no	O
other	O
tongue	O
,	O
and	O
those	O
the	O
surgeon	O
interpreted	O
;	O
others	O
,	O
who	O
were	O
English	O
,	O
were	O
called	O
Irishmen	O
,	O
and	O
two	O
or	O
three	O
were	O
allowed	O
to	O
be	O
English	O
seamen	O
picked	O
up	O
in	O
the	O
East	PNM
Indies	PNM
,	O
as	O
we	O
had	O
seamen	O
,	O
we	O
told	O
him	O
,	O
of	O
all	O
nations	O
.	O

The	O
matter	O
,	O
in	O
short	O
,	O
was	O
so	O
carried	O
that	O
the	O
good	O
man	O
,	O
for	O
such	O
I	O
really	O
think	O
he	O
was	O
,	O
had	O
no	O
manner	O
of	O
suspicion	O
;	O
and	O
,	O
to	O
do	O
him	O
justice	O
,	O
he	O
was	O
an	O
admirable	O
physician	O
,	O
and	O
did	O
our	O
men	O
a	O
great	O
deal	O
of	O
good	O
;	O
for	O
all	O
of	O
them	O
,	O
excepting	O
three	O
,	O
recovered	O
under	O
his	O
hands	O
,	O
and	O
those	O
three	O
had	O
recovered	O
if	O
they	O
had	O
not	O
,	O
like	O
madmen	O
,	O
drank	O
large	O
quantities	O
of	O
punch	O
when	O
they	O
were	O
almost	O
well	O
;	O
and	O
,	O
by	O
their	O
intemperance	O
,	O
inflamed	O
their	O
blood	O
,	O
and	O
thereby	O
thrown	O
themselves	O
back	O
again	O
into	O
their	O
fever	O
,	O
and	O
put	O
themselves	O
,	O
as	O
the	O
Padre	O
said	O
of	O
them	O
,	O
out	O
of	O
the	O
reach	O
of	O
medicine	O
.	O

We	O
treated	O
this	O
man	O
of	O
art	O
with	O
a	O
great	O
deal	O
of	O
respect	O
,	O
made	O
him	O
some	O
very	O
handsome	O
presents	O
,	O
and	O
particularly	O
such	O
as	O
he	O
could	O
not	O
come	O
at	O
in	O
the	O
country	O
where	O
he	O
was	O
;	O
besides	O
which	O
,	O
I	O
ordered	O
he	O
should	O
have	O
the	O
value	O
of	O
one	O
hundred	O
dollars	O
in	O
gold	O
given	O
him	O
;	O
but	O
he	O
,	O
on	O
the	O
other	O
hand	O
,	O
thanking	O
Captain	O
Merlotte	O
for	O
his	O
bounty	O
,	O
would	O
have	O
no	O
money	O
,	O
but	O
he	O
accepted	O
a	O
present	O
of	O
some	O
linen	O
,	O
a	O
few	O
handkerchiefs	O
,	O
some	O
nutmegs	O
,	O
and	O
a	O
piece	O
of	O
black	O
baize	O
:	O
most	O
of	O
which	O
,	O
however	O
,	O
he	O
afterwards	O
said	O
,	O
he	O
made	O
presents	O
of	O
again	O
in	O
the	O
city	O
,	O
among	O
some	O
of	O
his	O
acquaintance	O
.	O

But	O
he	O
had	O
a	O
farther	O
design	O
in	O
his	O
head	O
,	O
which	O
,	O
on	O
a	O
future	O
day	O
,	O
he	O
communicated	O
in	O
confidence	O
to	O
the	O
surgeon	O
I	O
have	O
mentioned	O
,	O
who	O
conversed	O
with	O
him	O
,	O
and	O
by	O
him	O
to	O
me	O
,	O
and	O
which	O
was	O
to	O
him	O
,	O
indeed	O
,	O
of	O
the	O
highest	O
importance	O
.	O

The	O
case	O
was	O
this	O
.	O

He	O
took	O
our	O
surgeon	O
on	O
shore	O
with	O
him	O
one	O
day	O
from	O
the	O
Madagascar	O
ship	O
,	O
where	O
he	O
had	O
been	O
with	O
him	O
to	O
visit	O
some	O
of	O
our	O
sick	O
men	O
,	O
and	O
,	O
drinking	O
a	O
glass	O
of	O
wine	O
with	O
him	O
,	O
he	O
told	O
him	O
he	O
had	O
a	O
favour	O
to	O
ask	O
of	O
him	O
,	O
and	O
a	O
thing	O
to	O
reveal	O
to	O
him	O
in	O
confidence	O
,	O
which	O
was	O
of	O
the	O
utmost	O
consequence	O
to	O
himself	O
though	O
of	O
no	O
great	O
value	O
to	O
him	O
,	O
-LRB-	O
the	O
surgeon	O
-RRB-	O
,	O
and	O
,	O
if	O
he	O
would	O
promise	O
the	O
utmost	O
secrecy	O
to	O
him	O
,	O
on	O
his	O
faith	O
and	O
honour	O
,	O
he	O
would	O
put	O
his	O
life	O
into	O
his	O
hands	O
.	O

For	O
,	O
seignior	O
,	O
said	O
he	O
,	O
it	O
will	O
be	O
no	O
other	O
,	O
nor	O
would	O
anything	O
less	O
than	O
my	O
life	O
pay	O
for	O
it	O
,	O
if	O
you	O
should	O
discover	O
it	O
to	O
any	O
of	O
the	O
people	O
here	O
,	O
or	O
anywhere	O
else	O
on	O
this	O
coast	O
.	O

The	O
surgeon	O
was	O
a	O
very	O
honest	O
man	O
,	O
and	O
carried	O
indeed	O
the	O
index	O
of	O
it	O
in	O
his	O
face	O
;	O
and	O
the	O
Padre	O
said	O
afterwards	O
,	O
he	O
inclined	O
to	O
put	O
this	O
confidence	O
in	O
him	O
because	O
he	O
thought	O
he	O
saw	O
something	O
of	O
an	O
honest	O
man	O
in	O
his	O
very	O
countenance	O
.	O

After	O
so	O
frank	O
a	O
beginning	O
,	O
the	O
surgeon	O
made	O
no	O
scruple	O
to	O
tell	O
him	O
,	O
that	O
,	O
seeing	O
he	O
inclined	O
to	O
treat	O
him	O
with	O
such	O
confidence	O
,	O
and	O
to	O
put	O
a	O
trust	O
of	O
so	O
great	O
importance	O
in	O
him	O
,	O
he	O
would	O
give	O
him	O
all	O
the	O
assurance	O
in	O
his	O
power	O
that	O
he	O
would	O
be	O
as	O
faithful	O
to	O
him	O
as	O
it	O
was	O
possible	O
to	O
be	O
to	O
himself	O
,	O
and	O
that	O
the	O
secret	O
should	O
never	O
go	O
out	O
of	O
his	O
mouth	O
to	O
any	O
one	O
in	O
the	O
world	O
,	O
but	O
to	O
such	O
and	O
at	O
such	O
time	O
as	O
he	O
should	O
consent	O
to	O
and	O
direct	O
.	O

In	O
short	O
,	O
he	O
used	O
so	O
many	O
solemn	O
protestations	O
,	O
that	O
the	O
Padre	O
made	O
no	O
scruple	O
to	O
trust	O
him	O
with	O
the	O
secret	O
,	O
which	O
,	O
indeed	O
,	O
was	O
no	O
less	O
than	O
putting	O
his	O
life	O
into	O
his	O
hands	O
.	O

The	O
case	O
was	O
this	O
.	O

He	O
told	O
him	O
he	O
had	O
heard	O
them	O
talk	O
of	O
going	O
to	O
Ireland	PNM
in	O
their	O
return	O
,	O
and	O
,	O
as	O
he	O
had	O
been	O
thirty	O
years	O
out	O
of	O
his	O
own	O
country	O
,	O
in	O
such	O
a	O
remote	O
part	O
of	O
the	O
world	O
,	O
where	O
it	O
was	O
never	O
likely	O
that	O
he	O
should	O
ever	O
see	O
it	O
again	O
,	O
the	O
notion	O
he	O
had	O
entertained	O
that	O
this	O
ship	O
was	O
going	O
thither	O
,	O
and	O
might	O
set	O
him	O
on	O
shore	O
there	O
,	O
that	O
he	O
might	O
once	O
more	O
see	O
his	O
native	O
country	O
,	O
and	O
his	O
family	O
and	O
friends	O
,	O
had	O
filled	O
his	O
mind	O
with	O
such	O
a	O
surprising	O
joy	O
,	O
that	O
he	O
could	O
no	O
longer	O
contain	O
himself	O
;	O
and	O
that	O
,	O
therefore	O
,	O
if	O
he	O
would	O
procure	O
leave	O
of	O
the	O
captain	O
that	O
he	O
might	O
come	O
privately	O
on	O
board	O
and	O
take	O
his	O
passage	O
home	O
,	O
he	O
would	O
willingly	O
pay	O
whatever	O
the	O
captain	O
should	O
desire	O
of	O
him	O
,	O
but	O
that	O
it	O
must	O
be	O
done	O
with	O
the	O
greatest	O
secrecy	O
imaginable	O
,	O
or	O
else	O
he	O
was	O
ruined	O
;	O
for	O
that	O
,	O
if	O
he	O
should	O
be	O
discovered	O
and	O
stopped	O
,	O
he	O
should	O
be	O
confined	O
in	O
the	O
Jesuit	O
's	O
house	O
there	O
as	O
long	O
as	O
he	O
lived	O
,	O
without	O
hope	O
of	O
redemption	O
.	O

The	O
surgeon	O
told	O
him	O
the	O
thing	O
was	O
easy	O
to	O
be	O
done	O
if	O
he	O
would	O
give	O
him	O
leave	O
to	O
acquaint	O
one	O
man	O
in	O
the	O
ship	O
with	O
it	O
,	O
which	O
was	O
not	O
Captain	O
Merlotte	O
,	O
but	O
a	O
certain	O
Englishman	O
,	O
who	O
was	O
a	O
considerable	O
person	O
in	O
the	O
ship	O
,	O
without	O
whom	O
the	O
captain	O
did	O
nothing	O
,	O
and	O
who	O
would	O
be	O
more	O
secure	O
to	O
trust	O
,	O
by	O
far	O
,	O
than	O
Captain	O
Merlotte	O
.	O

The	O
Padre	O
told	O
him	O
,	O
that	O
,	O
without	O
asking	O
him	O
for	O
any	O
reasons	O
,	O
since	O
he	O
had	O
put	O
his	O
life	O
and	O
liberty	O
in	O
his	O
hands	O
,	O
he	O
would	O
trust	O
him	O
with	O
the	O
management	O
of	O
the	O
whole	O
,	O
in	O
whatever	O
way	O
he	O
chose	O
to	O
conduct	O
it	O
.	O

The	O
surgeon	O
accordingly	O
brought	O
him	O
on	O
board	O
to	O
me	O
,	O
and	O
making	O
a	O
confidence	O
of	O
the	O
whole	O
matter	O
to	O
me	O
,	O
I	O
turned	O
to	O
the	O
Padre	O
,	O
and	O
told	O
him	O
in	O
English	O
,	O
giving	O
him	O
my	O
hand	O
,	O
that	O
I	O
would	O
be	O
under	O
all	O
the	O
engagements	O
and	O
promises	O
of	O
secrecy	O
that	O
our	O
surgeon	O
had	O
been	O
in	O
,	O
for	O
his	O
security	O
and	O
satisfaction	O
;	O
that	O
he	O
had	O
merited	O
too	O
well	O
of	O
us	O
to	O
wish	O
him	O
any	O
ill	O
,	O
and	O
,	O
in	O
short	O
,	O
that	O
the	O
whole	O
ship	O
should	O
be	O
engaged	O
for	O
his	O
security	O
.	O

That	O
,	O
as	O
to	O
his	O
coming	O
on	O
board	O
and	O
bringing	O
anything	O
off	O
that	O
belonged	O
to	O
him	O
,	O
he	O
must	O
take	O
his	O
own	O
measures	O
,	O
and	O
answer	O
to	O
himself	O
for	O
the	O
success	O
;	O
but	O
that	O
,	O
after	O
he	O
was	O
on	O
board	O
,	O
we	O
would	O
sink	O
the	O
ship	O
under	O
him	O
,	O
or	O
blow	O
her	O
aloft	O
in	O
the	O
air	O
,	O
before	O
we	O
would	O
deliver	O
him	O
up	O
on	O
any	O
account	O
whatever	O
.	O

He	O
was	O
